county,precinct,office,district,candidate,party,election_day,early_voting,av_counting_boards,votes
Berrien,"City of Benton Harbor, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,3,0,6,9
Berrien,"City of Benton Harbor, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,6,1,1,8
Berrien,"City of Benton Harbor, Precinct 1",Trustee of Michigan State University,,Write-in,,6,0,1,7
Berrien,"City of Benton Harbor, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,61,12,23,96
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,375,96,297,768
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,370,99,287,756
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,35,3,9,47
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,34,4,8,46
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,3,1,1,5
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,8,1,5,14
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,5,1,0,6
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,20,2,6,28
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,6,2,2,10
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Write-in,,6,1,4,11
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",Governor of Wayne State University,,Under Vote Count,,62,12,25,99
Berrien,"City of Benton Harbor, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",County Prosecuting Attorney,,Trevor J. Maveal,Democrat,403,98,297,798
Berrien,"City of Benton Harbor, Precinct 1",County Prosecuting Attorney,,Amy Byrd,Republican,40,11,16,67
Berrien,"City of Benton Harbor, Precinct 1",County Prosecuting Attorney,,Write-in,,4,1,2,7
Berrien,"City of Benton Harbor, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,1,0,1
Berrien,"City of Benton Harbor, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,15,0,7,22
Berrien,"City of Benton Harbor, Precinct 1",County Sheriff,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",County Sheriff,,Chuck Heit,Republican,102,17,51,170
Berrien,"City of Benton Harbor, Precinct 1",County Sheriff,,Al DiBrito,No Party Affiliation,142,47,106,295
Berrien,"City of Benton Harbor, Precinct 1",County Sheriff,,Write-in,,31,10,20,61
Berrien,"City of Benton Harbor, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",County Sheriff,,Under Vote Count,,187,37,145,369
Berrien,"City of Benton Harbor, Precinct 1",County Clerk,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",County Clerk,,Jessica Jackson,Democrat,404,102,302,808
Berrien,"City of Benton Harbor, Precinct 1",County Clerk,,Stacy Loar-Porter,Republican,41,7,13,61
Berrien,"City of Benton Harbor, Precinct 1",County Clerk,,Write-in,,4,0,1,5
Berrien,"City of Benton Harbor, Precinct 1",County Clerk,,Over Vote Count,,0,1,0,1
Berrien,"City of Benton Harbor, Precinct 1",County Clerk,,Under Vote Count,,13,1,6,20
Berrien,"City of Benton Harbor, Precinct 1",County Treasurer,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",County Treasurer,,Shelly Weich,Republican,153,30,70,253
Berrien,"City of Benton Harbor, Precinct 1",County Treasurer,,Write-in,,92,29,40,161
Berrien,"City of Benton Harbor, Precinct 1",County Treasurer,,Over Vote Count,,1,0,0,1
Berrien,"City of Benton Harbor, Precinct 1",County Treasurer,,Under Vote Count,,216,52,212,480
Berrien,"City of Benton Harbor, Precinct 1",County Register of Deeds,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",County Register of Deeds,,Lora Gnodtke Freehling,Republican,144,26,67,237
Berrien,"City of Benton Harbor, Precinct 1",County Register of Deeds,,Write-in,,101,28,48,177
Berrien,"City of Benton Harbor, Precinct 1",County Register of Deeds,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",County Register of Deeds,,Under Vote Count,,217,57,207,481
Berrien,"City of Benton Harbor, Precinct 1",County Drain Commissioner,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",County Drain Commissioner,,George McManus III,Republican,146,25,64,235
Berrien,"City of Benton Harbor, Precinct 1",County Drain Commissioner,,Write-in,,95,30,43,168
Berrien,"City of Benton Harbor, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",County Drain Commissioner,,Under Vote Count,,221,56,215,492
Berrien,"City of Benton Harbor, Precinct 1",County Surveyor,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",County Surveyor,,John G. Kamer,Republican,139,26,59,224
Berrien,"City of Benton Harbor, Precinct 1",County Surveyor,,Write-in,,100,29,44,173
Berrien,"City of Benton Harbor, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",County Surveyor,,Under Vote Count,,223,56,219,498
Berrien,"City of Benton Harbor, Precinct 1",County Commissioner 4th District,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",County Commissioner 4th District,,Mamie Luella Yarbrough,Democrat,402,99,307,808
Berrien,"City of Benton Harbor, Precinct 1",County Commissioner 4th District,,Michael Sleep,Republican,40,10,9,59
Berrien,"City of Benton Harbor, Precinct 1",County Commissioner 4th District,,Write-in,,6,2,0,8
Berrien,"City of Benton Harbor, Precinct 1",County Commissioner 4th District,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",County Commissioner 4th District,,Under Vote Count,,14,0,6,20
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court 8 Year Term,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,76,23,45,144
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,218,57,177,452
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court 8 Year Term,,Write-in,,25,6,13,44
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court 8 Year Term,,Over Vote Count,,1,0,0,1
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court 8 Year Term,,Under Vote Count,,142,25,87,254
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,282,74,218,574
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Patrick William O'Grady,,39,6,19,64
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Write-in,,24,7,11,42
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,1,1
Berrien,"City of Benton Harbor, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Under Vote Count,,117,24,73,214
Berrien,"City of Benton Harbor, Precinct 1",Judge of Court of Appeals 3rd District,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",Judge of Court of Appeals 3rd District,,Philip P. Mariani,,138,34,114,286
Berrien,"City of Benton Harbor, Precinct 1",Judge of Court of Appeals 3rd District,,Christopher P. Yates,,195,45,149,389
Berrien,"City of Benton Harbor, Precinct 1",Judge of Court of Appeals 3rd District,,Write-in,,38,12,16,66
Berrien,"City of Benton Harbor, Precinct 1",Judge of Court of Appeals 3rd District,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",Judge of Court of Appeals 3rd District,,Under Vote Count,,553,131,365,1049
Berrien,"City of Benton Harbor, Precinct 1",Judge of Circuit Court 2nd Circuit,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",Judge of Circuit Court 2nd Circuit,,Angela Pasula,,221,60,184,465
Berrien,"City of Benton Harbor, Precinct 1",Judge of Circuit Court 2nd Circuit,,Write-in,,65,15,24,104
Berrien,"City of Benton Harbor, Precinct 1",Judge of Circuit Court 2nd Circuit,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",Judge of Circuit Court 2nd Circuit,,Under Vote Count,,176,36,114,326
Berrien,"City of Benton Harbor, Precinct 1",Judge of Probate Court,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",Judge of Probate Court,,Brian S. Berger,,223,51,171,445
Berrien,"City of Benton Harbor, Precinct 1",Judge of Probate Court,,Write-in,,60,15,21,96
Berrien,"City of Benton Harbor, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",Judge of Probate Court,,Under Vote Count,,179,45,130,354
Berrien,"City of Benton Harbor, Precinct 1",Judge of District Court 5th District,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",Judge of District Court 5th District,,Sherri Cochran Frame,,199,55,146,400
Berrien,"City of Benton Harbor, Precinct 1",Judge of District Court 5th District,,Albert Mais,,60,12,43,115
Berrien,"City of Benton Harbor, Precinct 1",Judge of District Court 5th District,,Write-in,,46,10,21,77
Berrien,"City of Benton Harbor, Precinct 1",Judge of District Court 5th District,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",Judge of District Court 5th District,,Under Vote Count,,157,34,112,303
Berrien,"City of Benton Harbor, Precinct 1",Lake Michigan College Board Member,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",Lake Michigan College Board Member,,Joan M. Smith,,223,64,196,483
Berrien,"City of Benton Harbor, Precinct 1",Lake Michigan College Board Member,,Mark D. Weber,,164,24,139,327
Berrien,"City of Benton Harbor, Precinct 1",Lake Michigan College Board Member,,Write-in,,39,13,18,70
Berrien,"City of Benton Harbor, Precinct 1",Lake Michigan College Board Member,,Over Vote Count,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 1",Lake Michigan College Board Member,,Under Vote Count,,498,121,291,910
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Ballots Cast,,462,111,322,895
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Trenton M. Bowens,,212,48,172,432
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Matthew A. Bradley,,83,21,110,214
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Kimual M.C. Brown,,111,19,74,204
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Josef Bullocks,,136,23,85,244
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Clyde Pollins Jr.,,85,17,80,182
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Stephanie Rockette-Martin,,198,43,149,390
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Reinaldo Tripplett,,293,62,206,561
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Write-in,,13,4,14,31
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Over Vote Count,,0,0,8,8
Berrien,"City of Benton Harbor, Precinct 1",Benton Harbor Area Schools Board Member,,Under Vote Count,,717,207,390,1314
Berrien,"City of Benton Harbor, Precinct 2",President,,Ballots Cast,,363,55,191,609
Berrien,"City of Benton Harbor, Precinct 2",President,,Kamala D. Harris /,Democrat,328,43,175,546
Berrien,"City of Benton Harbor, Precinct 2",President,,Donald J. Trump /,Republican,24,12,12,48
Berrien,"City of Benton Harbor, Precinct 2",President,,Chase Oliver /,Libertarian,1,0,0,1
Berrien,"City of Benton Harbor, Precinct 2",President,,Randall Terry /,U.S. Taxpayers,1,0,0,1
Berrien,"City of Benton Harbor, Precinct 2",President,,Jill Stein /,Green,1,0,0,1
Berrien,"City of Benton Harbor, Precinct 2",President,,"Robert F. Kennedy, Jr. /",Natural Law,4,0,1,5
Berrien,"City of Benton Harbor, Precinct 2",President,,Joseph Kishore /,No Party Affiliation,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",President,,Cornel West /,No Party Affiliation,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",President,,Write-in,,2,0,0,2
Berrien,"City of Benton Harbor, Precinct 2",President,,Cherunda Lynn Fox,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",President,,Claudia De la Cruz,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",President,,Jay J. Bowman,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",President,,Peter Sonski,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",President,,Over Vote Count,,0,0,1,1
Berrien,"City of Benton Harbor, Precinct 2",President,,Under Vote Count,,2,0,2,4
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Ballots Cast,,363,55,191,609
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Elissa Slotkin,Democrat,293,42,168,503
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Mike Rogers,Republican,29,12,14,55
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,Libertarian,6,0,1,7
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Dave Stein,U.S. Taxpayers,5,0,1,6
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Douglas P. Marsh,Green,5,0,2,7
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Doug Dern,Natural Law,2,0,0,2
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Write-in,,2,0,0,2
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,James Chapman,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Marcus A. Irvine,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Valerie Lee Willis,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Over Vote Count,,0,0,2,2
Berrien,"City of Benton Harbor, Precinct 2",U.S. Senate,,Under Vote Count,,21,1,3,25
Berrien,"City of Benton Harbor, Precinct 2",U.S. House,4,Ballots Cast,,363,55,191,609
Berrien,"City of Benton Harbor, Precinct 2",U.S. House,4,Jessica Swartz,Democrat,304,43,163,510
Berrien,"City of Benton Harbor, Precinct 2",U.S. House,4,Bill Huizenga,Republican,23,12,17,52
Berrien,"City of Benton Harbor, Precinct 2",U.S. House,4,Curtis Clark,U.S. Taxpayers,10,0,5,15
Berrien,"City of Benton Harbor, Precinct 2",U.S. House,4,Write-in,,4,0,0,4
Berrien,"City of Benton Harbor, Precinct 2",U.S. House,4,Over Vote Count,,0,0,1,1
Berrien,"City of Benton Harbor, Precinct 2",U.S. House,4,Under Vote Count,,22,0,5,27
Berrien,"City of Benton Harbor, Precinct 2",State House,38,Ballots Cast,,363,55,191,609
Berrien,"City of Benton Harbor, Precinct 2",State House,38,Joey Andrews,Democrat,313,44,176,533
Berrien,"City of Benton Harbor, Precinct 2",State House,38,Kevin Whiteford,Republican,25,10,10,45
Berrien,"City of Benton Harbor, Precinct 2",State House,38,Write-in,,3,0,0,3
Berrien,"City of Benton Harbor, Precinct 2",State House,38,Over Vote Count,,0,0,1,1
Berrien,"City of Benton Harbor, Precinct 2",State House,38,Under Vote Count,,22,1,4,27
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Ballots Cast,,363,55,191,609
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Theodore Jones,Democrat,296,43,166,505
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,279,37,157,473
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Tom McMillin,Republican,21,10,13,44
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Nikki Snyder,Republican,23,9,14,46
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Scotty Boman,Libertarian,4,1,1,6
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,4,0,3,7
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,8,0,0,8
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Mary Anne Hering,Working Class,18,4,10,32
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Write-in,,4,0,1,5
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Over Vote Count,,0,0,2,2
Berrien,"City of Benton Harbor, Precinct 2",Member of the State Board of Education,,Under Vote Count,,69,6,15,90
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Ballots Cast,,363,55,191,609
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Denise Ilitch,Democrat,293,39,165,497
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,293,40,161,494
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Carl Meyers,Republican,23,10,16,49
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Sevag Vartanian,Republican,16,8,16,40
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,6,1,1,8
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,13,2,5,20
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Write-in,,4,0,2,6
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Huwaida Arraf,,0,0,0,0
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Over Vote Count,,0,0,2,2
Berrien,"City of Benton Harbor, Precinct 2",Regent of the University of Michigan,,Under Vote Count,,78,10,14,102
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,Ballots Cast,,363,55,191,609
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,303,41,159,503
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,288,39,157,484
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,Mike Balow,Republican,18,9,14,41
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,Julie Maday,Republican,18,10,16,44
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,Grant T. Baker,Libertarian,7,1,3,11
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,8,1,5,14
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,5,1,0,6
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,John Anthony La Pietra,Green,3,0,2,5
Berrien,"City of Benton Harbor, Precinct 2",Trustee of Michigan State University,,Write-in,,4,0,3,7
