county,precinct,office,district,candidate,party,election_day,early_voting,votes
Osceola,"Burdell Township, Precinct 1",County Clerk,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",County Clerk,,Under Vote Count,,141,13,154
Osceola,"Burdell Township, Precinct 1",County Treasurer,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",County Treasurer,,Tonia M. Hartline,Republican,594,70,664
Osceola,"Burdell Township, Precinct 1",County Treasurer,,Write-in,,4,1,5
Osceola,"Burdell Township, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",County Treasurer,,Under Vote Count,,149,11,160
Osceola,"Burdell Township, Precinct 1",County Register of Deeds,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",County Register of Deeds,,Heather E. Gray,Republican,589,69,658
Osceola,"Burdell Township, Precinct 1",County Register of Deeds,,Write-in,,4,1,5
Osceola,"Burdell Township, Precinct 1",County Register of Deeds,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",County Register of Deeds,,Under Vote Count,,154,12,166
Osceola,"Burdell Township, Precinct 1",County Road Commissioner,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",County Road Commissioner,,Doug Kanouse,Republican,580,69,649
Osceola,"Burdell Township, Precinct 1",County Road Commissioner,,Gary L. Wemple,Republican,554,64,618
Osceola,"Burdell Township, Precinct 1",County Road Commissioner,,Write-in,,8,2,10
Osceola,"Burdell Township, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",County Road Commissioner,,Under Vote Count,,352,29,381
Osceola,"Burdell Township, Precinct 1",County Drain Commissioner,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",County Drain Commissioner,,David Belden,Republican,582,70,652
Osceola,"Burdell Township, Precinct 1",County Drain Commissioner,,Write-in,,5,1,6
Osceola,"Burdell Township, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",County Drain Commissioner,,Under Vote Count,,160,11,171
Osceola,"Burdell Township, Precinct 1",County Surveyor,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",County Surveyor,,Bill Sikkema,Republican,587,70,657
Osceola,"Burdell Township, Precinct 1",County Surveyor,,Write-in,,5,1,6
Osceola,"Burdell Township, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",County Surveyor,,Under Vote Count,,155,11,166
Osceola,"Burdell Township, Precinct 1",County Commissioner 1st District,,Ballots Cast,,196,11,207
Osceola,"Burdell Township, Precinct 1",County Commissioner 1st District,,Gregory L. Gydesen,Republican,152,9,161
Osceola,"Burdell Township, Precinct 1",County Commissioner 1st District,,Write-in,,3,0,3
Osceola,"Burdell Township, Precinct 1",County Commissioner 1st District,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",County Commissioner 1st District,,Under Vote Count,,41,2,43
Osceola,"Burdell Township, Precinct 1",County Commissioner 2nd District,,Ballots Cast,,551,71,622
Osceola,"Burdell Township, Precinct 1",County Commissioner 2nd District,,Mark Gregory,Republican,435,60,495
Osceola,"Burdell Township, Precinct 1",County Commissioner 2nd District,,Write-in,,3,1,4
Osceola,"Burdell Township, Precinct 1",County Commissioner 2nd District,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",County Commissioner 2nd District,,Under Vote Count,,113,10,123
Osceola,"Burdell Township, Precinct 1",Burdell Township Supervisor,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Burdell Township Supervisor,,Dean Molnar,Republican,590,70,660
Osceola,"Burdell Township, Precinct 1",Burdell Township Supervisor,,Write-in,,5,1,6
Osceola,"Burdell Township, Precinct 1",Burdell Township Supervisor,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Burdell Township Supervisor,,Under Vote Count,,152,11,163
Osceola,"Burdell Township, Precinct 1",Burdell Township Clerk,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Burdell Township Clerk,,Richard S. Dunlap,Republican,586,70,656
Osceola,"Burdell Township, Precinct 1",Burdell Township Clerk,,Write-in,,7,1,8
Osceola,"Burdell Township, Precinct 1",Burdell Township Clerk,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Burdell Township Clerk,,Under Vote Count,,154,11,165
Osceola,"Burdell Township, Precinct 1",Burdell Township Treasurer,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Burdell Township Treasurer,,Mary E. Holmes,Republican,608,70,678
Osceola,"Burdell Township, Precinct 1",Burdell Township Treasurer,,Write-in,,4,1,5
Osceola,"Burdell Township, Precinct 1",Burdell Township Treasurer,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Burdell Township Treasurer,,Under Vote Count,,135,11,146
Osceola,"Burdell Township, Precinct 1",Burdell Township Trustee,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Burdell Township Trustee,,Ted W. Mattson,Republican,564,66,630
Osceola,"Burdell Township, Precinct 1",Burdell Township Trustee,,Donna Molnar,Republican,547,64,611
Osceola,"Burdell Township, Precinct 1",Burdell Township Trustee,,Write-in,,7,2,9
Osceola,"Burdell Township, Precinct 1",Burdell Township Trustee,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Burdell Township Trustee,,Under Vote Count,,376,32,408
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Andrew Fink,,323,46,369
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,227,19,246
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Write-in,,6,1,7
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court 8 Year Term,,Under Vote Count,,191,16,207
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,284,24,308
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Patrick William O'Grady,,270,41,311
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Write-in,,5,1,6
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Over Vote Count,,1,0,1
Osceola,"Burdell Township, Precinct 1",Justice of Supreme Court Partial Term Ending 01/01/2029,,Under Vote Count,,187,16,203
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Stephen L. Borrello,,446,44,490
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Write-in,,6,1,7
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Under Vote Count,,295,37,332
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,442,44,486
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,8,1,9
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,297,37,334
Osceola,"Burdell Township, Precinct 1",Judge of Circuit Court 49th Circuit Incumbent Position,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Judge of Circuit Court 49th Circuit Incumbent Position,,Amy C. Clapp,,445,45,490
Osceola,"Burdell Township, Precinct 1",Judge of Circuit Court 49th Circuit Incumbent Position,,Write-in,,10,1,11
Osceola,"Burdell Township, Precinct 1",Judge of Circuit Court 49th Circuit Incumbent Position,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Judge of Circuit Court 49th Circuit Incumbent Position,,Under Vote Count,,292,36,328
Osceola,"Burdell Township, Precinct 1",Judge of Probate District Court 18th District,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Judge of Probate District Court 18th District,,Tyler Thompson,,446,47,493
Osceola,"Burdell Township, Precinct 1",Judge of Probate District Court 18th District,,Write-in,,7,1,8
Osceola,"Burdell Township, Precinct 1",Judge of Probate District Court 18th District,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Judge of Probate District Court 18th District,,Under Vote Count,,294,34,328
Osceola,"Burdell Township, Precinct 1",President for Village of Tustin,,Ballots Cast,,87,12,99
Osceola,"Burdell Township, Precinct 1",President for Village of Tustin,,Ryan Erickson,,68,11,79
Osceola,"Burdell Township, Precinct 1",President for Village of Tustin,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",President for Village of Tustin,,Under Vote Count,,19,1,20
Osceola,"Burdell Township, Precinct 1",Clerk for Village of Tustin,,Ballots Cast,,87,12,99
Osceola,"Burdell Township, Precinct 1",Clerk for Village of Tustin,,Jessica Coykendall,,69,10,79
Osceola,"Burdell Township, Precinct 1",Clerk for Village of Tustin,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Clerk for Village of Tustin,,Under Vote Count,,18,2,20
Osceola,"Burdell Township, Precinct 1",Treasurer for Village of Tustin,,Ballots Cast,,87,12,99
Osceola,"Burdell Township, Precinct 1",Treasurer for Village of Tustin,,Kayla Erickson,,68,10,78
Osceola,"Burdell Township, Precinct 1",Treasurer for Village of Tustin,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Treasurer for Village of Tustin,,Under Vote Count,,19,2,21
Osceola,"Burdell Township, Precinct 1",Trustee for Village of Tustin,,Ballots Cast,,87,12,99
Osceola,"Burdell Township, Precinct 1",Trustee for Village of Tustin,,Lou Ann Anderson,,65,10,75
Osceola,"Burdell Township, Precinct 1",Trustee for Village of Tustin,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Trustee for Village of Tustin,,Under Vote Count,,283,38,321
Osceola,"Burdell Township, Precinct 1",Board Member Pine River School,,Ballots Cast,,747,82,829
Osceola,"Burdell Township, Precinct 1",Board Member Pine River School,,Katy Draper,,368,46,414
Osceola,"Burdell Township, Precinct 1",Board Member Pine River School,,Wendy Ragatzki,,133,9,142
Osceola,"Burdell Township, Precinct 1",Board Member Pine River School,,Susan Stoll,,171,24,195
Osceola,"Burdell Township, Precinct 1",Board Member Pine River School,,"Wayne W. Tessman, Jr.",,285,37,322
Osceola,"Burdell Township, Precinct 1",Board Member Pine River School,,Write-in,,5,1,6
Osceola,"Burdell Township, Precinct 1",Board Member Pine River School,,Over Vote Count,,0,0,0
Osceola,"Burdell Township, Precinct 1",Board Member Pine River School,,Under Vote Count,,532,47,579
Osceola,"Cedar Township, Precinct 1",President,,Ballots Cast,,269,80,349
Osceola,"Cedar Township, Precinct 1",President,,Kamala D. Harris,Democrat,83,16,99
Osceola,"Cedar Township, Precinct 1",President,,Donald J. Trump,Republican,181,63,244
Osceola,"Cedar Township, Precinct 1",President,,Jill Stein,Green,1,1,2
Osceola,"Cedar Township, Precinct 1",President,,"Robert F. Kennedy, Jr.",Natural Law,2,0,2
Osceola,"Cedar Township, Precinct 1",President,,Over Vote Count,,1,0,1
Osceola,"Cedar Township, Precinct 1",President,,Under Vote Count,,1,0,1
Osceola,"Cedar Township, Precinct 1",U.S. Senate,,Ballots Cast,,269,80,349
Osceola,"Cedar Township, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,79,15,94
Osceola,"Cedar Township, Precinct 1",U.S. Senate,,Mike Rogers,Republican,176,63,239
Osceola,"Cedar Township, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,3,2,5
Osceola,"Cedar Township, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,1,0,1
Osceola,"Cedar Township, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,2,0,2
Osceola,"Cedar Township, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0
Osceola,"Cedar Township, Precinct 1",U.S. Senate,,Under Vote Count,,8,0,8
Osceola,"Cedar Township, Precinct 1",U.S. House,2,Ballots Cast,,269,80,349
Osceola,"Cedar Township, Precinct 1",U.S. House,2,Michael Lynch,Democrat,74,14,88
Osceola,"Cedar Township, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,182,65,247
Osceola,"Cedar Township, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,2,1,3
Osceola,"Cedar Township, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,3,0,3
Osceola,"Cedar Township, Precinct 1",U.S. House,2,Over Vote Count,,0,0,0
Osceola,"Cedar Township, Precinct 1",U.S. House,2,Under Vote Count,,8,0,8
Osceola,"Cedar Township, Precinct 1",State House,100,Ballots Cast,,269,80,349
Osceola,"Cedar Township, Precinct 1",State House,100,Tracy Ruell,Democrat,77,16,93
Osceola,"Cedar Township, Precinct 1",State House,100,Tom Kunse,Republican,183,63,246
Osceola,"Cedar Township, Precinct 1",State House,100,Write-in,,1,0,1
Osceola,"Cedar Township, Precinct 1",State House,100,Over Vote Count,,0,0,0
Osceola,"Cedar Township, Precinct 1",State House,100,Under Vote Count,,8,1,9
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Ballots Cast,,269,80,349
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,67,12,79
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,66,14,80
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,165,60,225
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,169,61,230
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,4,1,5
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,2,1,3
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,2,1,3
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,8,2,10
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Write-in,,1,0,1
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Over Vote Count,,0,0,0
Osceola,"Cedar Township, Precinct 1",Member of the State Board of Education,,Under Vote Count,,54,8,62
Osceola,"Cedar Township, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,269,80,349
Osceola,"Cedar Township, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,69,15,84
Osceola,"Cedar Township, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,64,14,78
Osceola,"Cedar Township, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,173,62,235
Osceola,"Cedar Township, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,158,59,217
Osceola,"Cedar Township, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,5,2,7
Osceola,"Cedar Township, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,5,1,6
Osceola,"Cedar Township, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0
Osceola,"Cedar Township, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,64,7,71
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,269,80,349
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,69,15,84
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,61,14,75
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,167,62,229
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,169,60,229
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,3,1,4
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,5,1,6
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,2,0,2
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,3,0,3
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0
Osceola,"Cedar Township, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,59,7,66
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Ballots Cast,,269,80,349
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,61,11,72
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,65,14,79
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,159,62,221
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,161,62,223
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,3,0,3
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,6,1,7
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,2,1,3
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,10,1,11
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,3,0,3
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0
Osceola,"Cedar Township, Precinct 1",Governor of Wayne State University,,Under Vote Count,,68,8,76
Osceola,"Cedar Township, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,269,80,349
Osceola,"Cedar Township, Precinct 1",County Prosecuting Attorney,,Anthony Badovinac,Republican,200,68,268
