county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Clare,"City of Clare, Precinct 1",State House,92,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",State House,92,Timothy Odykirk,Democrat,0,0,0,0
Clare,"City of Clare, Precinct 1",State House,92,Jerry Neyer,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",State House,92,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",State House,92,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",State House,100,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",State House,100,Tracy Ruell,Democrat,236,300,47,583
Clare,"City of Clare, Precinct 1",State House,100,Tom Kunse,Republican,574,265,91,930
Clare,"City of Clare, Precinct 1",State House,100,Write-in,,7,1,1,9
Clare,"City of Clare, Precinct 1",State House,100,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",State House,100,Under Vote Count,,31,14,5,50
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Theodore Jones,Democrat,222,299,48,569
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,207,286,45,538
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Tom McMillin,Republican,495,217,84,796
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Nikki Snyder,Republican,493,210,74,777
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Scotty Boman,Libertarian,30,12,1,43
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,7,1,2,10
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,14,9,4,27
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Mary Anne Hering,Working Class,53,26,4,83
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Write-in,,11,7,0,18
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Over Vote Count,,2,2,0,4
Clare,"City of Clare, Precinct 1",Member of the State Board of Education,,Under Vote Count,,208,99,26,333
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Denise Ilitch,Democrat,218,305,51,574
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,204,284,48,536
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Carl Meyers,Republican,506,229,82,817
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Sevag Vartanian,Republican,441,196,66,703
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,38,13,5,56
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,36,14,5,55
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Write-in,,12,4,0,16
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Regent of the University of Michigan,,Under Vote Count,,287,123,31,441
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,217,299,48,564
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,182,267,46,495
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Mike Balow,Republican,496,212,76,784
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Julie Maday,Republican,468,217,69,754
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Grant T. Baker,Libertarian,27,14,4,45
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,25,14,4,43
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,15,7,4,26
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,John Anthony La Pietra,Green,9,10,2,21
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Write-in,,14,5,0,19
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Trustee of Michigan State University,,Under Vote Count,,289,123,35,447
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Rasha Demashkieh,Democrat,190,276,47,513
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Mark T. Gaffney,Democrat,197,285,46,528
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Michael Busuito,Republican,471,213,72,756
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Sunny Reddy,Republican,474,209,73,756
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Farid Ishac,Libertarian,22,7,0,29
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,7,8,4,19
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Sami Makhoul,Green,10,6,1,17
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Suzanne Roehrig,Working Class,32,17,6,55
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Kathleen Oakford,Natural Law,13,8,0,21
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Write-in,,15,4,0,19
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Governor of Wayne State University,,Under Vote Count,,311,135,39,485
Clare,"City of Clare, Precinct 1",County Prosecuting Attorney,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",County Prosecuting Attorney,,Andrew J. Santini,Republican,662,364,109,1135
Clare,"City of Clare, Precinct 1",County Prosecuting Attorney,,Write-in,,21,12,1,34
Clare,"City of Clare, Precinct 1",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Prosecuting Attorney,,Under Vote Count,,165,204,34,403
Clare,"City of Clare, Precinct 1",County Prosecuting Attorney for Isabella County,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",County Prosecuting Attorney for Isabella County,,Mark Kowalczyk,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",County Prosecuting Attorney for Isabella County,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Prosecuting Attorney for Isabella County,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Sheriff,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",County Sheriff,,John S. Wilson,Republican,681,375,111,1167
Clare,"City of Clare, Precinct 1",County Sheriff,,Write-in,,28,9,1,38
Clare,"City of Clare, Precinct 1",County Sheriff,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Sheriff,,Under Vote Count,,139,196,32,367
Clare,"City of Clare, Precinct 1",County Sheriff for Isabella County,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",County Sheriff for Isabella County,,Michael Main,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",County Sheriff for Isabella County,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Sheriff for Isabella County,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Clerk and Register of Deeds,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",County Clerk and Register of Deeds,,Lori Mott,Republican,672,369,108,1149
Clare,"City of Clare, Precinct 1",County Clerk and Register of Deeds,,Write-in,,20,6,0,26
Clare,"City of Clare, Precinct 1",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Clerk and Register of Deeds,,Under Vote Count,,156,205,36,397
Clare,"City of Clare, Precinct 1",County Clerk for Isabella County,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",County Clerk for Isabella County,,Patti Sandel,Democrat,0,0,0,0
Clare,"City of Clare, Precinct 1",County Clerk for Isabella County,,Minde B. Lux,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",County Clerk for Isabella County,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Clerk for Isabella County,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Treasurer,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",County Treasurer,,Jenny Beemer-Fritzinger,Republican,666,364,106,1136
Clare,"City of Clare, Precinct 1",County Treasurer,,Write-in,,20,7,0,27
Clare,"City of Clare, Precinct 1",County Treasurer,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Treasurer,,Under Vote Count,,162,209,38,409
Clare,"City of Clare, Precinct 1",County Treasurer for Isabella County,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",County Treasurer for Isabella County,,Kathleen M. Schafer,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",County Treasurer for Isabella County,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Treasurer for Isabella County,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Register of Deeds for Isabella County,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",County Register of Deeds for Isabella County,,Karen R. Jackson,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",County Register of Deeds for Isabella County,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Register of Deeds for Isabella County,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Road Commissioner,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",County Road Commissioner,,Karen Hulliberger,Republican,585,330,96,1011
Clare,"City of Clare, Precinct 1",County Road Commissioner,,Bill Simpson,Republican,589,315,92,996
Clare,"City of Clare, Precinct 1",County Road Commissioner,,Write-in,,19,10,0,29
Clare,"City of Clare, Precinct 1",County Road Commissioner,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Road Commissioner,,Under Vote Count,,503,505,100,1108
Clare,"City of Clare, Precinct 1",County Road Commissioner for Isabella County,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",County Road Commissioner for Isabella County,,Bob Busch,Democrat,0,0,0,0
Clare,"City of Clare, Precinct 1",County Road Commissioner for Isabella County,,Kelly D. Beltinck,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",County Road Commissioner for Isabella County,,Patrick J. Recker,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",County Road Commissioner for Isabella County,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Road Commissioner for Isabella County,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Drain Commissioner,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",County Drain Commissioner,,William Faber,Republican,668,363,103,1134
Clare,"City of Clare, Precinct 1",County Drain Commissioner,,Write-in,,18,7,0,25
Clare,"City of Clare, Precinct 1",County Drain Commissioner,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Drain Commissioner,,Under Vote Count,,162,210,41,413
Clare,"City of Clare, Precinct 1",County Drain Commissioner for Isabella County,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",County Drain Commissioner for Isabella County,,Ryon Skalitzky,Democrat,0,0,0,0
Clare,"City of Clare, Precinct 1",County Drain Commissioner for Isabella County,,Robert J. Willoughby,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",County Drain Commissioner for Isabella County,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Drain Commissioner for Isabella County,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Surveyor,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",County Surveyor,,Tim Lapham,Republican,664,367,104,1135
Clare,"City of Clare, Precinct 1",County Surveyor,,Write-in,,18,5,0,23
Clare,"City of Clare, Precinct 1",County Surveyor,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Surveyor,,Under Vote Count,,166,208,40,414
Clare,"City of Clare, Precinct 1",County Commissioner 9th District,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",County Commissioner 9th District,,Rickie Fancon,Republican,652,356,102,1110
Clare,"City of Clare, Precinct 1",County Commissioner 9th District,,Write-in,,17,5,1,23
Clare,"City of Clare, Precinct 1",County Commissioner 9th District,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Commissioner 9th District,,Under Vote Count,,179,219,41,439
Clare,"City of Clare, Precinct 1",County Commissioner 1st District Isabella,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",County Commissioner 1st District Isabella,,Nicole S. Hagle,Democrat,0,0,0,0
Clare,"City of Clare, Precinct 1",County Commissioner 1st District Isabella,,Steven G. Weber,Republican,0,0,0,0
Clare,"City of Clare, Precinct 1",County Commissioner 1st District Isabella,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",County Commissioner 1st District Isabella,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Justice of Supreme Court,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Justice of Supreme Court,,Andrew Fink,,334,147,65,546
Clare,"City of Clare, Precinct 1",Justice of Supreme Court,,Kimberly Ann Thomas,,310,279,42,631
Clare,"City of Clare, Precinct 1",Justice of Supreme Court,,Write-in,,16,4,2,22
Clare,"City of Clare, Precinct 1",Justice of Supreme Court,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Justice of Supreme Court,,Under Vote Count,,211,154,35,400
Clare,"City of Clare, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,362,292,56,710
Clare,"City of Clare, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Patrick William O'Grady,,276,142,47,465
Clare,"City of Clare, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Write-in,,17,3,2,22
Clare,"City of Clare, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Justice of Supreme Court Incumbent Position Partial Term Ending 01/01/2029,,Under Vote Count,,216,147,39,402
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Stephen L. Borrello,,549,332,78,959
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Write-in,,28,2,1,31
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position,,Under Vote Count,,294,250,65,609
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,543,337,80,960
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,24,4,1,29
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Judge of Court of Appeals 4th District Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,304,243,63,610
Clare,"City of Clare, Precinct 1",Judge of 21st Circuit Court Non-Incumbent Position,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",Judge of 21st Circuit Court Non-Incumbent Position,,JEB Allen,,0,0,0,0
Clare,"City of Clare, Precinct 1",Judge of 21st Circuit Court Non-Incumbent Position,,Write-in,,0,0,0,0
Clare,"City of Clare, Precinct 1",Judge of 21st Circuit Court Non-Incumbent Position,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Judge of 21st Circuit Court Non-Incumbent Position,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Michelle J. Ambrozaitis,,399,256,63,718
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Karyn E. Tomczyk,,264,200,42,506
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Write-in,,15,3,1,19
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Over Vote Count,,1,0,0,1
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Non-Incumbent Position,,Under Vote Count,,169,121,38,328
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Tara S. Hovey,,588,391,98,1077
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Write-in,,24,7,0,31
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Judge of 55th Circuit Court Incumbent Position Partial Term Ending 01/01/2027,,Under Vote Count,,236,182,46,464
Clare,"City of Clare, Precinct 1",Isabella Judge of Probate District Court Incumbent Position,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",Isabella Judge of Probate District Court Incumbent Position,,Stuart Black,,0,0,0,0
Clare,"City of Clare, Precinct 1",Isabella Judge of Probate District Court Incumbent Position,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Isabella Judge of Probate District Court Incumbent Position,,Under Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",17th District Judge of Probate District Court Incumbent,,Ballots Cast,,848,580,144,1572
Clare,"City of Clare, Precinct 1",17th District Judge of Probate District Court Incumbent,,Marcy Klaus,,575,389,93,1057
Clare,"City of Clare, Precinct 1",17th District Judge of Probate District Court Incumbent,,Write-in,,27,5,0,32
Clare,"City of Clare, Precinct 1",17th District Judge of Probate District Court Incumbent,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",17th District Judge of Probate District Court Incumbent,,Under Vote Count,,246,186,51,483
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College,,Richard Allen,,468,300,71,839
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College,,Karen Moore,,389,295,66,750
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College,,Lois Pittsley,,329,258,54,641
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College,,Write-in,,36,4,0,40
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College,,Under Vote Count,,1391,895,241,2527
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Michael W. Jankoviak,,549,343,79,971
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Write-in,,20,3,0,23
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Board of Trustees Member Mid Michigan College Partial Term Ending 12/31/2026,,Under Vote Count,,302,238,65,605
Clare,"City of Clare, Precinct 1",City Commissioner for City of Clare,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",City Commissioner for City of Clare,,Bob Bonham,,387,281,55,723
Clare,"City of Clare, Precinct 1",City Commissioner for City of Clare,,Karl V. Hauser,,299,216,47,562
Clare,"City of Clare, Precinct 1",City Commissioner for City of Clare,,Maegan Jenkins,,316,237,49,602
Clare,"City of Clare, Precinct 1",City Commissioner for City of Clare,,Carolyn Murphy,,313,275,58,646
Clare,"City of Clare, Precinct 1",City Commissioner for City of Clare,,Write-in,,27,2,0,29
Clare,"City of Clare, Precinct 1",City Commissioner for City of Clare,,Over Vote Count,,0,3,0,3
Clare,"City of Clare, Precinct 1",City Commissioner for City of Clare,,Under Vote Count,,1271,738,223,2232
Clare,"City of Clare, Precinct 1",Board Member for Clare Public Schools,,Ballots Cast,,871,584,144,1599
Clare,"City of Clare, Precinct 1",Board Member for Clare Public Schools,,Susan Atwood,,392,309,64,765
Clare,"City of Clare, Precinct 1",Board Member for Clare Public Schools,,Jennifer Dancer,,408,306,73,787
Clare,"City of Clare, Precinct 1",Board Member for Clare Public Schools,,Shari Lowe,,332,225,56,613
Clare,"City of Clare, Precinct 1",Board Member for Clare Public Schools,,Jason MacDonald,,352,222,52,626
Clare,"City of Clare, Precinct 1",Board Member for Clare Public Schools,,Samantha Sharp,,358,268,60,686
Clare,"City of Clare, Precinct 1",Board Member for Clare Public Schools,,Write-in,,31,4,1,36
Clare,"City of Clare, Precinct 1",Board Member for Clare Public Schools,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Board Member for Clare Public Schools,,Under Vote Count,,1611,1002,270,2883
Clare,"City of Clare, Precinct 1",Isabella County Proposal,,Ballots Cast,,23,4,0,27
Clare,"City of Clare, Precinct 1",Isabella County Proposal,,Yes,,0,0,0,0
Clare,"City of Clare, Precinct 1",Isabella County Proposal,,No,,0,0,0,0
Clare,"City of Clare, Precinct 1",Isabella County Proposal,,Over Vote Count,,0,0,0,0
Clare,"City of Clare, Precinct 1",Isabella County Proposal,,Under Vote Count,,0,0,0,0
Clare,"City of Harrison, Precinct 1",President,,Ballots Cast,,712,0,233,945
Clare,"City of Harrison, Precinct 1",President,,Kamala D. Harris,Democrat,264,0,61,325
Clare,"City of Harrison, Precinct 1",President,,Donald J. Trump,Republican,428,0,170,598
Clare,"City of Harrison, Precinct 1",President,,Chase Oliver,Libertarian,7,0,0,7
Clare,"City of Harrison, Precinct 1",President,,Jill Stein,Green,3,0,0,3
Clare,"City of Harrison, Precinct 1",President,,"Robert F. Kennedy, Jr.",Natural Law,4,0,0,4
Clare,"City of Harrison, Precinct 1",President,,Write-in,,1,0,0,1
Clare,"City of Harrison, Precinct 1",President,,Over Vote Count,,0,0,0,0
Clare,"City of Harrison, Precinct 1",President,,Under Vote Count,,5,0,1,6
Clare,"City of Harrison, Precinct 1",President,,Randall Terry,U.S. Taxpayers,0,0,1,1
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Ballots Cast,,712,0,233,945
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Elissa Slotkin,Democrat,259,0,61,320
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Mike Rogers,Republican,405,0,156,561
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Joseph Solis-Mullen,Libertarian,8,0,2,10
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Dave Stein,U.S. Taxpayers,8,0,5,13
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Douglas P. Marsh,Green,3,0,1,4
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Doug Dern,Natural Law,7,0,0,7
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Over Vote Count,,0,0,0,0
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Under Vote Count,,22,0,7,29
Clare,"City of Harrison, Precinct 1",U.S. Senate,,Write-in,,0,0,1,1
Clare,"City of Harrison, Precinct 1",U.S. House,2,Ballots Cast,,712,0,233,945
Clare,"City of Harrison, Precinct 1",U.S. House,2,Michael Lynch,Democrat,233,0,56,289
Clare,"City of Harrison, Precinct 1",U.S. House,2,John R. Moolenaar,Republican,427,0,166,593
Clare,"City of Harrison, Precinct 1",U.S. House,2,Ben DeJong,Libertarian,7,0,1,8
Clare,"City of Harrison, Precinct 1",U.S. House,2,Scott Adams,U.S. Taxpayers,12,0,1,13
