county,precinct,office,district,party,candidate,election_day,av_counting_boards,early_voting,votes
Barry,"Baltimore Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Baltimore Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Baltimore Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Baltimore Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Barry Township, Precinct 1",President,,DEM,Kamala D. Harris,138,401,177,716
Barry,"Barry Township, Precinct 1",President,,REP,Donald J. Trump,405,350,576,1331
Barry,"Barry Township, Precinct 1",President,,LIB,Chase Oliver,9,3,5,17
Barry,"Barry Township, Precinct 1",President,,UST,Randall Terry,1,1,1,3
Barry,"Barry Township, Precinct 1",President,,GRN,Jill Stein,2,0,2,4
Barry,"Barry Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,9,8,2,19
Barry,"Barry Township, Precinct 1",President,,,Joseph Kishore,0,3,0,3
Barry,"Barry Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Barry Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Barry Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Barry Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Barry Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Barry Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Carlton Township, Precinct 1",President,,DEM,Kamala D. Harris,351,0,115,466
Barry,"Carlton Township, Precinct 1",President,,REP,Donald J. Trump,649,0,447,1096
Barry,"Carlton Township, Precinct 1",President,,LIB,Chase Oliver,3,0,2,5
Barry,"Carlton Township, Precinct 1",President,,UST,Randall Terry,3,0,1,4
Barry,"Carlton Township, Precinct 1",President,,GRN,Jill Stein,1,0,1,2
Barry,"Carlton Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,3,0,2,5
Barry,"Carlton Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Carlton Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Carlton Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Carlton Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Carlton Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Carlton Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Carlton Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Castleton Township, Precinct 1",President,,DEM,Kamala D. Harris,328,0,129,457
Barry,"Castleton Township, Precinct 1",President,,REP,Donald J. Trump,673,0,488,1161
Barry,"Castleton Township, Precinct 1",President,,LIB,Chase Oliver,1,0,0,1
Barry,"Castleton Township, Precinct 1",President,,UST,Randall Terry,0,0,1,1
Barry,"Castleton Township, Precinct 1",President,,GRN,Jill Stein,1,0,2,3
Barry,"Castleton Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,7,0,2,9
Barry,"Castleton Township, Precinct 1",President,,,Joseph Kishore,0,0,1,1
Barry,"Castleton Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Castleton Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Castleton Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Castleton Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Castleton Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Castleton Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Hastings Charter Township, Precinct 1",President,,DEM,Kamala D. Harris,155,269,133,557
Barry,"Hastings Charter Township, Precinct 1",President,,REP,Donald J. Trump,655,252,400,1307
Barry,"Hastings Charter Township, Precinct 1",President,,LIB,Chase Oliver,3,2,0,5
Barry,"Hastings Charter Township, Precinct 1",President,,UST,Randall Terry,0,1,0,1
Barry,"Hastings Charter Township, Precinct 1",President,,GRN,Jill Stein,1,0,1,2
Barry,"Hastings Charter Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,5,1,2,8
Barry,"Hastings Charter Township, Precinct 1",President,,,Joseph Kishore,1,0,0,1
Barry,"Hastings Charter Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Hastings Charter Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Hastings Charter Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Hastings Charter Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Hastings Charter Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Hastings Charter Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Hope Township, Precinct 1",President,,DEM,Kamala D. Harris,196,356,98,650
Barry,"Hope Township, Precinct 1",President,,REP,Donald J. Trump,646,353,350,1349
Barry,"Hope Township, Precinct 1",President,,LIB,Chase Oliver,10,1,2,13
Barry,"Hope Township, Precinct 1",President,,UST,Randall Terry,3,0,1,4
Barry,"Hope Township, Precinct 1",President,,GRN,Jill Stein,3,1,0,4
Barry,"Hope Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,5,5,2,12
Barry,"Hope Township, Precinct 1",President,,,Joseph Kishore,0,1,1,2
Barry,"Hope Township, Precinct 1",President,,,Cornel West,2,0,0,2
Barry,"Hope Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Hope Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Hope Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Hope Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Hope Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Irving Township, Precinct 1",President,,DEM,Kamala D. Harris,95,346,217,658
Barry,"Irving Township, Precinct 1",President,,REP,Donald J. Trump,403,391,937,1731
Barry,"Irving Township, Precinct 1",President,,LIB,Chase Oliver,6,6,4,16
Barry,"Irving Township, Precinct 1",President,,UST,Randall Terry,1,1,0,2
Barry,"Irving Township, Precinct 1",President,,GRN,Jill Stein,2,0,1,3
Barry,"Irving Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,6,5,2,13
Barry,"Irving Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Irving Township, Precinct 1",President,,,Cornel West,1,0,1,2
Barry,"Irving Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Irving Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Irving Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Irving Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Irving Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Johnstown Township, Precinct 1",President,,DEM,Kamala D. Harris,116,303,136,555
Barry,"Johnstown Township, Precinct 1",President,,REP,Donald J. Trump,459,326,512,1297
Barry,"Johnstown Township, Precinct 1",President,,LIB,Chase Oliver,3,4,1,8
Barry,"Johnstown Township, Precinct 1",President,,UST,Randall Terry,2,2,0,4
Barry,"Johnstown Township, Precinct 1",President,,GRN,Jill Stein,1,0,0,1
Barry,"Johnstown Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,4,10,1,15
Barry,"Johnstown Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Johnstown Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Johnstown Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Johnstown Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Johnstown Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Johnstown Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Johnstown Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Maple Grove Township, Precinct 1",President,,DEM,Kamala D. Harris,158,0,32,190
Barry,"Maple Grove Township, Precinct 1",President,,REP,Donald J. Trump,496,0,152,648
Barry,"Maple Grove Township, Precinct 1",President,,LIB,Chase Oliver,4,0,0,4
Barry,"Maple Grove Township, Precinct 1",President,,UST,Randall Terry,1,0,0,1
Barry,"Maple Grove Township, Precinct 1",President,,GRN,Jill Stein,5,0,0,5
Barry,"Maple Grove Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,5,0,1,6
Barry,"Maple Grove Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Maple Grove Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Maple Grove Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Maple Grove Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Maple Grove Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Maple Grove Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Maple Grove Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Orangeville Township, Precinct 1",President,,DEM,Kamala D. Harris,126,312,199,637
Barry,"Orangeville Township, Precinct 1",President,,REP,Donald J. Trump,464,373,637,1474
Barry,"Orangeville Township, Precinct 1",President,,LIB,Chase Oliver,5,1,1,7
Barry,"Orangeville Township, Precinct 1",President,,UST,Randall Terry,2,2,1,5
Barry,"Orangeville Township, Precinct 1",President,,GRN,Jill Stein,2,1,0,3
Barry,"Orangeville Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,4,2,1,7
Barry,"Orangeville Township, Precinct 1",President,,,Joseph Kishore,2,0,0,2
Barry,"Orangeville Township, Precinct 1",President,,,Cornel West,2,1,1,4
Barry,"Orangeville Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Orangeville Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Orangeville Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Orangeville Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Orangeville Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Prairieville Township, Precinct 1",President,,DEM,Kamala D. Harris,100,516,231,847
Barry,"Prairieville Township, Precinct 1",President,,REP,Donald J. Trump,332,384,545,1261
Barry,"Prairieville Township, Precinct 1",President,,LIB,Chase Oliver,4,4,3,11
Barry,"Prairieville Township, Precinct 1",President,,UST,Randall Terry,0,0,1,1
Barry,"Prairieville Township, Precinct 1",President,,GRN,Jill Stein,1,3,2,6
Barry,"Prairieville Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,2,2,2,6
Barry,"Prairieville Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Prairieville Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Prairieville Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Prairieville Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Prairieville Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Prairieville Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Prairieville Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Rutland Charter Township, Precinct 1",President,,DEM,Kamala D. Harris,97,186,101,384
Barry,"Rutland Charter Township, Precinct 1",President,,REP,Donald J. Trump,283,165,327,775
Barry,"Rutland Charter Township, Precinct 1",President,,LIB,Chase Oliver,6,1,2,9
Barry,"Rutland Charter Township, Precinct 1",President,,UST,Randall Terry,1,0,0,1
Barry,"Rutland Charter Township, Precinct 1",President,,GRN,Jill Stein,0,1,0,1
Barry,"Rutland Charter Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,3,2,2,7
Barry,"Rutland Charter Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Rutland Charter Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Rutland Charter Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Rutland Charter Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Rutland Charter Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Rutland Charter Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Rutland Charter Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",President,,DEM,Kamala D. Harris,127,336,142,605
Barry,"Rutland Charter Township, Precinct 2",President,,REP,Donald J. Trump,316,238,394,948
Barry,"Rutland Charter Township, Precinct 2",President,,LIB,Chase Oliver,2,2,4,8
Barry,"Rutland Charter Township, Precinct 2",President,,UST,Randall Terry,0,1,4,5
Barry,"Rutland Charter Township, Precinct 2",President,,GRN,Jill Stein,2,0,0,2
Barry,"Rutland Charter Township, Precinct 2",President,,NLP,Robert F. Kennedy Jr.,4,3,3,10
Barry,"Rutland Charter Township, Precinct 2",President,,,Joseph Kishore,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",President,,,Cornel West,0,1,0,1
Barry,"Rutland Charter Township, Precinct 2",President,,,Jay J. Bowman,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",President,,,Peter Sonski,0,0,0,0
Barry,"Rutland Charter Township, Precinct 2",President,,,Write-ins,0,0,0,0
Barry,"Thornapple Township, Precinct 1",President,,DEM,Kamala D. Harris,114,303,155,572
Barry,"Thornapple Township, Precinct 1",President,,REP,Donald J. Trump,483,365,638,1486
Barry,"Thornapple Township, Precinct 1",President,,LIB,Chase Oliver,2,5,1,8
Barry,"Thornapple Township, Precinct 1",President,,UST,Randall Terry,2,2,0,4
Barry,"Thornapple Township, Precinct 1",President,,GRN,Jill Stein,1,1,0,2
Barry,"Thornapple Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,7,5,3,15
Barry,"Thornapple Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Thornapple Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Thornapple Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Thornapple Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Thornapple Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Thornapple Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Thornapple Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Thornapple Township, Precinct 2",President,,DEM,Kamala D. Harris,146,262,167,575
Barry,"Thornapple Township, Precinct 2",President,,REP,Donald J. Trump,443,269,574,1286
Barry,"Thornapple Township, Precinct 2",President,,LIB,Chase Oliver,6,2,5,13
Barry,"Thornapple Township, Precinct 2",President,,UST,Randall Terry,0,1,1,2
Barry,"Thornapple Township, Precinct 2",President,,GRN,Jill Stein,2,1,2,5
Barry,"Thornapple Township, Precinct 2",President,,NLP,Robert F. Kennedy Jr.,3,4,5,12
Barry,"Thornapple Township, Precinct 2",President,,,Joseph Kishore,0,0,0,0
Barry,"Thornapple Township, Precinct 2",President,,,Cornel West,0,0,1,1
Barry,"Thornapple Township, Precinct 2",President,,,Jay J. Bowman,0,0,0,0
Barry,"Thornapple Township, Precinct 2",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Thornapple Township, Precinct 2",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Thornapple Township, Precinct 2",President,,,Peter Sonski,0,0,0,0
Barry,"Thornapple Township, Precinct 2",President,,,Write-ins,0,0,0,0
Barry,"Thornapple Township, Precinct 3",President,,DEM,Kamala D. Harris,203,279,205,687
Barry,"Thornapple Township, Precinct 3",President,,REP,Donald J. Trump,429,182,534,1145
Barry,"Thornapple Township, Precinct 3",President,,LIB,Chase Oliver,4,1,3,8
Barry,"Thornapple Township, Precinct 3",President,,UST,Randall Terry,0,3,0,3
Barry,"Thornapple Township, Precinct 3",President,,GRN,Jill Stein,7,0,1,8
Barry,"Thornapple Township, Precinct 3",President,,NLP,Robert F. Kennedy Jr.,7,2,1,10
Barry,"Thornapple Township, Precinct 3",President,,,Joseph Kishore,1,0,0,1
Barry,"Thornapple Township, Precinct 3",President,,,Cornel West,1,0,0,1
Barry,"Thornapple Township, Precinct 3",President,,,Jay J. Bowman,0,0,0,0
Barry,"Thornapple Township, Precinct 3",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Thornapple Township, Precinct 3",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Thornapple Township, Precinct 3",President,,,Peter Sonski,0,0,0,0
Barry,"Thornapple Township, Precinct 3",President,,,Write-ins,0,0,0,0
Barry,"Woodland Township, Precinct 1",President,,DEM,Kamala D. Harris,332,0,50,382
Barry,"Woodland Township, Precinct 1",President,,REP,Donald J. Trump,709,0,191,900
Barry,"Woodland Township, Precinct 1",President,,LIB,Chase Oliver,2,0,0,2
Barry,"Woodland Township, Precinct 1",President,,UST,Randall Terry,4,0,0,4
Barry,"Woodland Township, Precinct 1",President,,GRN,Jill Stein,2,0,0,2
Barry,"Woodland Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,10,0,2,12
Barry,"Woodland Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Woodland Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Woodland Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Woodland Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Woodland Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Woodland Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Woodland Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Yankee Springs Township, Precinct 1",President,,DEM,Kamala D. Harris,139,280,179,598
Barry,"Yankee Springs Township, Precinct 1",President,,REP,Donald J. Trump,449,334,598,1381
Barry,"Yankee Springs Township, Precinct 1",President,,LIB,Chase Oliver,8,3,1,12
Barry,"Yankee Springs Township, Precinct 1",President,,UST,Randall Terry,0,4,3,7
Barry,"Yankee Springs Township, Precinct 1",President,,GRN,Jill Stein,1,1,0,2
Barry,"Yankee Springs Township, Precinct 1",President,,NLP,Robert F. Kennedy Jr.,5,3,2,10
Barry,"Yankee Springs Township, Precinct 1",President,,,Joseph Kishore,0,0,0,0
Barry,"Yankee Springs Township, Precinct 1",President,,,Cornel West,0,0,0,0
Barry,"Yankee Springs Township, Precinct 1",President,,,Jay J. Bowman,0,0,0,0
Barry,"Yankee Springs Township, Precinct 1",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Yankee Springs Township, Precinct 1",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Yankee Springs Township, Precinct 1",President,,,Peter Sonski,0,0,0,0
Barry,"Yankee Springs Township, Precinct 1",President,,,Write-ins,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",President,,DEM,Kamala D. Harris,125,243,122,490
Barry,"Yankee Springs Township, Precinct 2",President,,REP,Donald J. Trump,342,303,371,1016
Barry,"Yankee Springs Township, Precinct 2",President,,LIB,Chase Oliver,0,1,1,2
Barry,"Yankee Springs Township, Precinct 2",President,,UST,Randall Terry,1,0,0,1
Barry,"Yankee Springs Township, Precinct 2",President,,GRN,Jill Stein,2,2,0,4
Barry,"Yankee Springs Township, Precinct 2",President,,NLP,Robert F. Kennedy Jr.,6,2,3,11
Barry,"Yankee Springs Township, Precinct 2",President,,,Joseph Kishore,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",President,,,Cornel West,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",President,,,Jay J. Bowman,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",President,,,Claudia De la Cruz,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",President,,,Cherunda Lynn Fox,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",President,,,Peter Sonski,0,0,0,0
Barry,"Yankee Springs Township, Precinct 2",President,,,Write-ins,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,131,262,97,490
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,REP,Mike Rogers,241,183,137,561
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,12,5,4,21
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,UST,Dave Stein,6,4,0,10
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,0,2,1,3
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,NLP,Doug Dern,0,1,1,2
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,,James Chapman,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,,Marcus A. Irvine,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0,0
Barry,"City of Hastings,Ward 1, Precinct 1",U.S. Senate,,,Write-ins,1,1,0,2
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,DEM,Elissa Slotkin,133,172,95,400
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,REP,Mike Rogers,290,98,164,552
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,LIB,Joseph Solis-Mullen,10,2,2,14
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,UST,Dave Stein,5,2,1,8
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,GRN,Douglas P. Marsh,4,4,0,8
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,NLP,Doug Dern,2,1,0,3
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,,James Chapman,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,,Marcus A. Irvine,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,,Valerie Lee Willis,0,0,0,0
Barry,"City of Hastings,Ward 2, Precinct 2",U.S. Senate,,,Write-ins,2,1,1,4
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,DEM,Elissa Slotkin,120,150,95,365
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,REP,Mike Rogers,285,67,147,499
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,LIB,Joseph Solis-Mullen,9,7,2,18
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,UST,Dave Stein,7,3,2,12
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,GRN,Douglas P. Marsh,7,1,2,10
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,NLP,Doug Dern,3,2,1,6
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,,James Chapman,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,,Marcus A. Irvine,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,,Valerie Lee Willis,0,0,0,0
Barry,"City of Hastings,Ward 3, Precinct 3",U.S. Senate,,,Write-ins,0,0,1,1
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,DEM,Elissa Slotkin,112,228,112,452
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,REP,Mike Rogers,231,138,182,551
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,LIB,Joseph Solis-Mullen,8,3,4,15
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,UST,Dave Stein,3,4,2,9
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,GRN,Douglas P. Marsh,3,4,2,9
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,NLP,Doug Dern,3,1,3,7
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,,James Chapman,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,,Marcus A. Irvine,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,,Valerie Lee Willis,0,0,0,0
Barry,"City of Hastings,Ward 4, Precinct 4",U.S. Senate,,,Write-ins,1,0,0,1
Barry,"Assyria Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,275,0,55,330
Barry,"Assyria Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,625,0,305,930
Barry,"Assyria Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,13,0,2,15
Barry,"Assyria Township, Precinct 1",U.S. Senate,,UST,Dave Stein,8,0,1,9
Barry,"Assyria Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,5,0,0,5
Barry,"Assyria Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,4,0,0,4
Barry,"Assyria Township, Precinct 1",U.S. Senate,,,James Chapman,0,0,0,0
Barry,"Assyria Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine,0,0,0,0
Barry,"Assyria Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0,0
Barry,"Assyria Township, Precinct 1",U.S. Senate,,,Write-ins,0,0,0,0
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,109,107,77,293
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,351,101,333,785
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,11,2,0,13
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,UST,Dave Stein,9,1,3,13
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,5,7,1,13
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,3,2,7
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,,James Chapman,0,0,0,0
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine,0,0,0,0
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0,0
Barry,"Baltimore Township, Precinct 1",U.S. Senate,,,Write-ins,2,1,0,3
Barry,"Barry Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,140,397,179,716
Barry,"Barry Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,384,341,550,1275
Barry,"Barry Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,19,6,11,36
Barry,"Barry Township, Precinct 1",U.S. Senate,,UST,Dave Stein,10,3,7,20
Barry,"Barry Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,3,6,1,10
Barry,"Barry Township, Precinct 1",U.S. Senate,,NLP,Doug Dern,2,2,1,5
Barry,"Barry Township, Precinct 1",U.S. Senate,,,James Chapman,0,0,0,0
Barry,"Barry Township, Precinct 1",U.S. Senate,,,Marcus A. Irvine,0,0,0,0
Barry,"Barry Township, Precinct 1",U.S. Senate,,,Valerie Lee Willis,0,0,0,0
Barry,"Barry Township, Precinct 1",U.S. Senate,,,Write-ins,1,1,1,3
Barry,"Carlton Township, Precinct 1",U.S. Senate,,DEM,Elissa Slotkin,343,0,122,465
Barry,"Carlton Township, Precinct 1",U.S. Senate,,REP,Mike Rogers,625,0,435,1060
Barry,"Carlton Township, Precinct 1",U.S. Senate,,LIB,Joseph Solis-Mullen,12,0,2,14
Barry,"Carlton Township, Precinct 1",U.S. Senate,,UST,Dave Stein,11,0,4,15
Barry,"Carlton Township, Precinct 1",U.S. Senate,,GRN,Douglas P. Marsh,2,0,1,3
