county,precinct,office,district,candidate,party,election_day,absentee,votes
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,Democratic,DEM,184,0,184
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,Republican,REP,531,0,531
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,Libertarian,LIB,4,0,4
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,Working Class,WC,3,0,3
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,Green,GRN,1,0,1
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,Natural Law,NLP,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,Cast Votes,,723,0,723
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,Over Votes,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Straight Party,,Unresolved,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,333,0,333
Muskegon,"Casnovia Township, Precinct 1",Governor,,Tudor M. Dixon,REP,875,0,875
Muskegon,"Casnovia Township, Precinct 1",Governor,,Mary Buzuma,LIB,8,0,8
Muskegon,"Casnovia Township, Precinct 1",Governor,,Donna Brandenburg,UST,6,0,6
Muskegon,"Casnovia Township, Precinct 1",Governor,,Kevin Hogan,GRN,3,0,3
Muskegon,"Casnovia Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,1,0,1
Muskegon,"Casnovia Township, Precinct 1",Governor,,Bob Scott (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Evan S Space (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Cast Votes,,1226,0,1226
Muskegon,"Casnovia Township, Precinct 1",Governor,,Over Votes,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Governor,,Unresolved,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,379,0,379
Muskegon,"Casnovia Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,815,0,815
Muskegon,"Casnovia Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,12,0,12
Muskegon,"Casnovia Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,11,0,11
Muskegon,"Casnovia Township, Precinct 1",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,5,0,5
Muskegon,"Casnovia Township, Precinct 1",Secretary of State,,Cast Votes,,1222,0,1222
Muskegon,"Casnovia Township, Precinct 1",Secretary of State,,Over Votes,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Secretary of State,,Unresolved,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",Attorney General,,Dana Nessel,DEM,346,0,346
Muskegon,"Casnovia Township, Precinct 1",Attorney General,,Matthew DePerno,REP,835,0,835
Muskegon,"Casnovia Township, Precinct 1",Attorney General,,"Joseph W. McHugh, Jr.",LIB,19,0,19
Muskegon,"Casnovia Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,14,0,14
Muskegon,"Casnovia Township, Precinct 1",Attorney General,,Cast Votes,,1214,0,1214
Muskegon,"Casnovia Township, Precinct 1",Attorney General,,Over Votes,,1,0,1
Muskegon,"Casnovia Township, Precinct 1",Attorney General,,Unresolved,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",U.S. House,2,Jerry Hilliard,DEM,306,0,306
Muskegon,"Casnovia Township, Precinct 1",U.S. House,2,John Moolenaar,REP,882,0,882
Muskegon,"Casnovia Township, Precinct 1",U.S. House,2,Nathan Hewer,LIB,24,0,24
Muskegon,"Casnovia Township, Precinct 1",U.S. House,2,Cast Votes,,1212,0,1212
Muskegon,"Casnovia Township, Precinct 1",U.S. House,2,Over Votes,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",U.S. House,2,Unresolved,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",State Senate,33,Mark Bignell,DEM,297,0,297
Muskegon,"Casnovia Township, Precinct 1",State Senate,33,Rick Outman,REP,879,0,879
Muskegon,"Casnovia Township, Precinct 1",State Senate,33,Jay Gillotte,LIB,27,0,27
Muskegon,"Casnovia Township, Precinct 1",State Senate,33,Cast Votes,,1203,0,1203
Muskegon,"Casnovia Township, Precinct 1",State Senate,33,Over Votes,,1,0,1
Muskegon,"Casnovia Township, Precinct 1",State Senate,33,Unresolved,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",State House,89,Sharon McConnon,DEM,311,0,311
Muskegon,"Casnovia Township, Precinct 1",State House,89,Luke Meerman,REP,884,0,884
Muskegon,"Casnovia Township, Precinct 1",State House,89,Cast Votes,,1195,0,1195
Muskegon,"Casnovia Township, Precinct 1",State House,89,Over Votes,,0,0,0
Muskegon,"Casnovia Township, Precinct 1",State House,89,Unresolved,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,Democratic,DEM,132,157,289
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,Republican,REP,373,122,495
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,Libertarian,LIB,5,4,9
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,2,2,4
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,Working Class,WC,3,1,4
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,Green,GRN,2,0,2
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,Natural Law,NLP,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,Cast Votes,,517,286,803
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,Over Votes,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Straight Party,,Unresolved,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,268,298,566
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Tudor M. Dixon,REP,603,236,839
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Mary Buzuma,LIB,7,3,10
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Donna Brandenburg,UST,9,2,11
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Kevin Hogan,GRN,4,1,5
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,2,0,2
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Bob Scott (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Evan S Space (W),,0,1,1
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Cast Votes,,893,541,1434
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Over Votes,,0,1,1
Muskegon,"Cedar Creek Township, Precinct 1",Governor,,Unresolved,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,305,320,625
Muskegon,"Cedar Creek Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,560,203,763
Muskegon,"Cedar Creek Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,11,6,17
Muskegon,"Cedar Creek Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,6,3,9
Muskegon,"Cedar Creek Township, Precinct 1",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,3,5,8
Muskegon,"Cedar Creek Township, Precinct 1",Secretary of State,,Cast Votes,,885,537,1422
Muskegon,"Cedar Creek Township, Precinct 1",Secretary of State,,Over Votes,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Secretary of State,,Unresolved,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Attorney General,,Dana Nessel,DEM,267,294,561
Muskegon,"Cedar Creek Township, Precinct 1",Attorney General,,Matthew DePerno,REP,582,227,809
Muskegon,"Cedar Creek Township, Precinct 1",Attorney General,,"Joseph W. McHugh, Jr.",LIB,12,8,20
Muskegon,"Cedar Creek Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,18,2,20
Muskegon,"Cedar Creek Township, Precinct 1",Attorney General,,Cast Votes,,879,531,1410
Muskegon,"Cedar Creek Township, Precinct 1",Attorney General,,Over Votes,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",Attorney General,,Unresolved,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",U.S. House,2,Jerry Hilliard,DEM,234,258,492
Muskegon,"Cedar Creek Township, Precinct 1",U.S. House,2,John Moolenaar,REP,616,260,876
Muskegon,"Cedar Creek Township, Precinct 1",U.S. House,2,Nathan Hewer,LIB,14,9,23
Muskegon,"Cedar Creek Township, Precinct 1",U.S. House,2,Cast Votes,,864,527,1391
Muskegon,"Cedar Creek Township, Precinct 1",U.S. House,2,Over Votes,,1,1,2
Muskegon,"Cedar Creek Township, Precinct 1",U.S. House,2,Unresolved,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",State Senate,32,Terry J. Sabo,DEM,250,267,517
Muskegon,"Cedar Creek Township, Precinct 1",State Senate,32,Jon C. Bumstead,REP,625,264,889
Muskegon,"Cedar Creek Township, Precinct 1",State Senate,32,Cast Votes,,875,531,1406
Muskegon,"Cedar Creek Township, Precinct 1",State Senate,32,Over Votes,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",State Senate,32,Unresolved,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",State House,102,Brian Hosticka,DEM,234,268,502
Muskegon,"Cedar Creek Township, Precinct 1",State House,102,Curt VanderWall,REP,628,259,887
Muskegon,"Cedar Creek Township, Precinct 1",State House,102,Cast Votes,,862,527,1389
Muskegon,"Cedar Creek Township, Precinct 1",State House,102,Over Votes,,0,0,0
Muskegon,"Cedar Creek Township, Precinct 1",State House,102,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Democratic,DEM,88,165,253
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Republican,REP,268,99,367
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Libertarian,LIB,1,0,1
Muskegon,"Dalton Township, Precinct 1",Straight Party,,U.S. Taxpayers,UST,0,1,1
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Working Class,WC,5,1,6
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Green,GRN,3,0,3
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Natural Law,NLP,1,0,1
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Cast Votes,,366,266,632
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",Straight Party,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Gretchen Whitmer,DEM,209,315,524
Muskegon,"Dalton Township, Precinct 1",Governor,,Tudor M. Dixon,REP,505,195,700
Muskegon,"Dalton Township, Precinct 1",Governor,,Mary Buzuma,LIB,6,1,7
Muskegon,"Dalton Township, Precinct 1",Governor,,Donna Brandenburg,UST,4,2,6
Muskegon,"Dalton Township, Precinct 1",Governor,,Kevin Hogan,GRN,5,4,9
Muskegon,"Dalton Township, Precinct 1",Governor,,Daryl M. Simpson,NLP,4,0,4
Muskegon,"Dalton Township, Precinct 1",Governor,,Bob Scott (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Evan S Space (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Cast Votes,,733,517,1250
Muskegon,"Dalton Township, Precinct 1",Governor,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",Governor,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",Secretary of State,,Jocelyn Benson,DEM,228,328,556
Muskegon,"Dalton Township, Precinct 1",Secretary of State,,Kristina Elaine Karamo,REP,466,184,650
Muskegon,"Dalton Township, Precinct 1",Secretary of State,,Gregory Scott Stempfle,LIB,10,2,12
Muskegon,"Dalton Township, Precinct 1",Secretary of State,,Christine C. Schwartz,UST,6,3,9
Muskegon,"Dalton Township, Precinct 1",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,4,1,5
Muskegon,"Dalton Township, Precinct 1",Secretary of State,,Cast Votes,,714,518,1232
Muskegon,"Dalton Township, Precinct 1",Secretary of State,,Over Votes,,1,0,1
Muskegon,"Dalton Township, Precinct 1",Secretary of State,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Dana Nessel,DEM,202,310,512
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Matthew DePerno,REP,480,196,676
Muskegon,"Dalton Township, Precinct 1",Attorney General,,"Joseph W. McHugh, Jr.",LIB,19,5,24
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Gerald T. Van Sickle,UST,6,1,7
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Cast Votes,,707,512,1219
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",Attorney General,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Jerry Hilliard,DEM,162,272,434
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,John Moolenaar,REP,519,224,743
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Nathan Hewer,LIB,22,7,29
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Cast Votes,,703,503,1206
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",U.S. House,2,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Terry J. Sabo,DEM,184,288,472
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Jon C. Bumstead,REP,529,223,752
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Cast Votes,,713,511,1224
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",State Senate,32,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 1",State House,87,Will Snyder,DEM,189,281,470
Muskegon,"Dalton Township, Precinct 1",State House,87,Michael L. Haueisen,REP,506,213,719
Muskegon,"Dalton Township, Precinct 1",State House,87,Cast Votes,,695,494,1189
Muskegon,"Dalton Township, Precinct 1",State House,87,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 1",State House,87,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Straight Party,,Democratic,DEM,111,107,218
Muskegon,"Dalton Township, Precinct 2",Straight Party,,Republican,REP,213,36,249
Muskegon,"Dalton Township, Precinct 2",Straight Party,,Libertarian,LIB,0,1,1
Muskegon,"Dalton Township, Precinct 2",Straight Party,,U.S. Taxpayers,UST,1,1,2
Muskegon,"Dalton Township, Precinct 2",Straight Party,,Working Class,WC,4,0,4
Muskegon,"Dalton Township, Precinct 2",Straight Party,,Green,GRN,0,0,0
Muskegon,"Dalton Township, Precinct 2",Straight Party,,Natural Law,NLP,1,0,1
Muskegon,"Dalton Township, Precinct 2",Straight Party,,Cast Votes,,330,145,475
Muskegon,"Dalton Township, Precinct 2",Straight Party,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Straight Party,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Gretchen Whitmer,DEM,233,163,396
Muskegon,"Dalton Township, Precinct 2",Governor,,Tudor M. Dixon,REP,356,73,429
Muskegon,"Dalton Township, Precinct 2",Governor,,Mary Buzuma,LIB,4,1,5
Muskegon,"Dalton Township, Precinct 2",Governor,,Donna Brandenburg,UST,2,0,2
Muskegon,"Dalton Township, Precinct 2",Governor,,Kevin Hogan,GRN,6,0,6
Muskegon,"Dalton Township, Precinct 2",Governor,,Daryl M. Simpson,NLP,3,1,4
Muskegon,"Dalton Township, Precinct 2",Governor,,Bob Scott (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Elizabeth Ann Adkisson (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Ervin Joseph Lamie (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Eugene Rosell Hunt Jr (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Evan S Space (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Joseph Irving (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Joseph Michael Hunt (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Joyce Priscilla Gipson (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Justi Paul Blackburn (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Michael David Kelly (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Michael Ray Deck (W),,0,0,0
Muskegon,"Dalton Township, Precinct 2",Governor,,Cast Votes,,604,238,842
Muskegon,"Dalton Township, Precinct 2",Governor,,Over Votes,,1,0,1
Muskegon,"Dalton Township, Precinct 2",Governor,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,241,168,409
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,332,64,396
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,5,1,6
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,7,2,9
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,"Larry James Hutchinson, Jr.",GRN,6,2,8
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Cast Votes,,591,237,828
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Secretary of State,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Dana Nessel,DEM,216,155,371
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Matthew DePerno,REP,346,76,422
Muskegon,"Dalton Township, Precinct 2",Attorney General,,"Joseph W. McHugh, Jr.",LIB,10,2,12
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Gerald T. Van Sickle,UST,11,0,11
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Cast Votes,,583,233,816
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 2",Attorney General,,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Jerry Hilliard,DEM,202,146,348
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,John Moolenaar,REP,367,77,444
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Nathan Hewer,LIB,8,6,14
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Cast Votes,,577,229,806
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Over Votes,,1,0,1
Muskegon,"Dalton Township, Precinct 2",U.S. House,2,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Terry J. Sabo,DEM,210,152,362
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Jon C. Bumstead,REP,371,82,453
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Cast Votes,,581,234,815
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Over Votes,,0,0,0
Muskegon,"Dalton Township, Precinct 2",State Senate,32,Unresolved,,0,0,0
Muskegon,"Dalton Township, Precinct 2",State House,102,Brian Hosticka,DEM,215,153,368
